2022 Federal Election Polling Places [Event:27966 Phase:FinalResults Generated:2022-07-19T10:31:27 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0]
State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude
ACT,318,Bean,93925,5,Belconnen BEAN PPVC,Belconnen Community Centre,Swanson Place,,,BELCONNEN,ACT,2617,-35.23895,149.06914
ACT,318,Bean,11877,1,Bonython,Bonython Primary School,64 Hurtle Ave,,,BONYTHON,ACT,2905,-35.4314640979023,149.082408682055
ACT,318,Bean,11452,1,Calwell,Calwell High School,111 Casey Cres,,,CALWELL,ACT,2905,-35.4413422209747,149.11775927534
ACT,318,Bean,8761,1,Chapman,Chapman Primary School,46-50 Perry Dr,,,CHAPMAN,ACT,2611,-35.3561125840553,149.043059277666
ACT,318,Bean,8763,1,Chisholm,Caroline Chisholm School,108 Hambidge Cres,,,CHISHOLM,ACT,2905,-35.4183524410933,149.120967587765
ACT,318,Bean,93916,1,City (Bean),Pilgrim House,Uniting Church,69 Northbourne Ave,,CITY,ACT,2601,-35.2767018,149.1290814
ACT,318,Bean,93922,5,City BEAN PPVC,11 Moore St,,,,CANBERRA,ACT,2601,-35.2766353,149.12786222
ACT,318,Bean,31298,1,Conder,Charles Conder Primary School,134 Tom Roberts Ave,,,CONDER,ACT,2906,-35.4650186194909,149.098446685317
ACT,318,Bean,83835,1,Conder North,Saint Clare of Assisi PS,40 Heidelberg St,,,CONDER,ACT,2906,-35.45855174,149.09697882
ACT,318,Bean,82523,1,Coombs,Charles Weston School,80 Woodberry Ave,,,COOMBS,ACT,2611,-35.3202970136925,149.04162401241
ACT,318,Bean,93906,1,Curtin (Bean),Curtin Primary School,70 Theodore St,,,CURTIN,ACT,2605,-35.330902376993,149.079670175216
ACT,318,Bean,8767,1,Duffy,Duffy Primary School,47 Burrinjuck Cres,,,DUFFY,ACT,2611,-35.3347,149.032
ACT,318,Bean,93927,5,EAV Bean PPVC,AEC National EAV Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27731412,149.13122656
ACT,318,Bean,108523,5,EAV COVID19 Bean PPVC,AEC National EAV2 Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27721071,149.13102137
ACT,318,Bean,8768,1,Fadden,Fadden Primary School,5 Hanlon Cres,,,FADDEN,ACT,2904,-35.4042743307657,149.118231259975
ACT,318,Bean,8769,1,Farrer,Farrer Primary School,38 Dookie St,,,FARRER,ACT,2607,-35.37803246,149.10685585
ACT,318,Bean,93913,1,Garran (Bean),Garran Primary School,136 Gilmore Cres,,,GARRAN,ACT,2605,-35.3446687,149.1029475
ACT,318,Bean,8771,1,Gilmore,Gilmore Primary School,219 Heagney Cres,,,GILMORE,ACT,2905,-35.4191995722759,149.134789785524
ACT,318,Bean,12072,1,Gordon,Gordon Primary School,15 Knoke Ave,,,GORDON,ACT,2906,-35.4563872084649,149.087058618174
ACT,318,Bean,83837,1,Gordon North,Covenant Christian School,1 Woodcock Dr,,,GORDON,ACT,2906,-35.4393604485824,149.089787429914
ACT,318,Bean,8772,1,Gowrie,Gowrie Primary School,15 Jeffries St,,,GOWRIE,ACT,2904,-35.4126619102086,149.111020810023
ACT,318,Bean,97445,1,Greenway,Lake Tuggeranong College,123 Cowlishaw St,,,GREENWAY,ACT,2900,-35.4137385,149.0682594
ACT,318,Bean,93929,5,Gungahlin BEAN PPVC,Quokka Pavilion,Flemington Rd,,,MITCHELL,ACT,2911,-35.2312167620943,149.145863271337
ACT,318,Bean,8773,1,Holder,St Jude's Primary School,49 Mulley St,,,HOLDER,ACT,2611,-35.3339813445432,149.050568389306
ACT,318,Bean,93908,1,Hughes (Bean),Hughes Primary School,10 Groom St,,,HUGHES,ACT,2605,-35.3316883681062,149.09270707311
ACT,318,Bean,8884,1,Isabella Plains,Isabella Plains Early Childhood School,130 Ellerston Ave,,,ISABELLA PLAINS,ACT,2905,-35.4288316084651,149.089239941334
ACT,318,Bean,8776,1,Kambah North,Taylor Primary School,88 Marconi Cres,,,KAMBAH,ACT,2902,-35.3779033459995,149.064245161645
ACT,318,Bean,8777,1,Kambah South,Namadgi School,141 O'Halloran Crct,,,KAMBAH,ACT,2902,-35.3926360863997,149.067791319233
ACT,318,Bean,8778,1,Kambah West,St Thomas the Apostle School,Convent,39 Boddington Cres,,KAMBAH,ACT,2902,-35.3808312151315,149.053785532887
ACT,318,Bean,93909,1,Lyons (Bean),Lyons Early Childhood School,38 Tarraleah Cres,,,LYONS,ACT,2606,-35.341479656821,149.076805954318
ACT,318,Bean,8780,1,Mawson,Mawson Primary School,62 Ainsworth St,,,MAWSON,ACT,2607,-35.3584104887359,149.097998218911
ACT,318,Bean,8781,1,Monash,Monash Primary School,45 Corlette Cres,,,MONASH,ACT,2904,-35.4145942417318,149.08956320737
ACT,318,Bean,65739,1,Norfolk Island,100c Taylors Rd,,,,NORFOLK ISLAND,ACT,2899,-29.033083271937,167.9507644991
ACT,318,Bean,66153,5,Norfolk Island PPVC,100c Taylors Rd,,,,NORFOLK ISLAND,ACT,2899,-29.033083271937,167.9507644991
ACT,318,Bean,93928,1,Parkes (Bean),Old Parliament House,18 King George Tce,,,PARKES,ACT,2600,-35.3019611,149.1299644
ACT,318,Bean,97479,5,Parkes BEAN PPVC,Old Parliament House,18 King George Tce,,,PARKES,ACT,2600,-35.3019611,149.1299644
ACT,318,Bean,8784,1,Pearce,Melrose High School,41 Marr St,,,PEARCE,ACT,2607,-35.3635286579781,149.088677949699
ACT,318,Bean,98056,5,Queanbeyan BEAN PPVC,Riverside Plaza,Shop M01,131 Monaro St,,QUEANBEYAN,NSW,2620,-35.35293,149.23491
ACT,318,Bean,8786,1,Richardson,Richardson Primary School,21 May Gibbs Cl,,,RICHARDSON,ACT,2905,-35.4292045205945,149.114250537424
ACT,318,Bean,8788,1,Tharwa,Tharwa Community Room,Tharwa Primary School,10 North St,,THARWA,ACT,2620,-35.509327360036,149.06705291765
ACT,318,Bean,11878,1,Theodore,Theodore Primary School,78 Lawrence Wackett Cres,,,THEODORE,ACT,2905,-35.4477,149.124
ACT,318,Bean,98052,1,Torrens,Torrens Primary School,Ritchie St,,,TORRENS,ACT,2607,-35.371246857977,149.091366480675
ACT,318,Bean,32704,5,Tuggeranong BEAN PPVC,Lakeview House,"Unit 13, 236-242 Cowlishaw St",,,GREENWAY,ACT,2900,-35.41549,149.06882
ACT,318,Bean,8790,1,Wanniassa,Wanniassa Senior Campus,184 Wheeler Cres,,,WANNIASSA,ACT,2903,-35.3955805280831,149.087375405839
ACT,318,Bean,8791,1,Wanniassa Hills,Wanniassa Hills Primary School,88 Langdon Ave,,,WANNIASSA,ACT,2903,-35.3925010487967,149.096015204896
ACT,318,Bean,8792,1,Waramanga,Arawang Primary School,69 Nemarang Cres,,,WARAMANGA,ACT,2611,-35.3545123654715,149.059879325277
ACT,318,Bean,83841,1,Waramanga West,Mount Stromlo High School,220 Badimara St,,,WARAMANGA,ACT,2611,-35.3542469250249,149.054637586118
ACT,318,Bean,8793,1,Weston,Weston Creek Community Centre,Parkinson St,,,WESTON,ACT,2611,-35.3417567177137,149.053643388646
ACT,318,Bean,32705,5,Woden BEAN PPVC,Cosmopolitan Building,"Unit 15, 21 Bowes St",,,PHILLIP,ACT,2606,-35.34446,149.08634
ACT,101,Canberra,8801,1,Ainslie North,North Ainslie Primary School,122 Majura Ave,,,AINSLIE,ACT,2602,-35.2547931822215,149.147150734483
ACT,101,Canberra,8803,1,Aranda (Canberra),Aranda Primary School,1 Banambila St,,,ARANDA,ACT,2614,-35.2556518765576,149.080516024596
ACT,101,Canberra,8829,1,Barton,Telopea Park School,25 New South Wales Cres,,,BARTON,ACT,2600,-35.3145457115908,149.135017798774
ACT,101,Canberra,93968,1,Belconnen (Canberra),Lake Ginninderra College,2 Emu Bank,,,BELCONNEN,ACT,2617,-35.2394564659347,149.074469327568
ACT,101,Canberra,64583,5,Belconnen CANBERRA PPVC,Belconnen Community Centre,Swanson Place,,,BELCONNEN,ACT,2617,-35.23895,149.06914
ACT,101,Canberra,8802,1,Braddon,Ainslie School,Donaldson St,,,BRADDON,ACT,2612,-35.2740258716854,149.139336483246
ACT,101,Canberra,83849,1,Bruce (Canberra),Radford College,J A Mackinnon Oval,1 College St,,BRUCE,ACT,2617,-35.2439,149.08606
ACT,101,Canberra,8806,1,Campbell,Campbell Primary School,25 Chauvel St,,,CAMPBELL,ACT,2612,-35.2901471344847,149.156015437317
ACT,101,Canberra,98053,1,Campbell North,Campbell High School,15 Treloar Cres,,,CAMPBELL,ACT,2612,-35.2787220224133,149.147507271396
ACT,101,Canberra,8808,1,City (Canberra),Pilgrim House,Uniting Church,69 Northbourne Ave,,CITY,ACT,2601,-35.2767018,149.1290814
ACT,101,Canberra,58708,5,City CANBERRA PPVC,11 Moore St,,,,CANBERRA,ACT,2601,-35.2766353,149.12786222
ACT,101,Canberra,8764,1,Curtin (Canberra),Curtin Primary School,70 Theodore St,,,CURTIN,ACT,2605,-35.330902376993,149.079670175216
ACT,101,Canberra,8766,1,Deakin,CGGS Junior School,24 Grey St,,,DEAKIN,ACT,2600,-35.3123734995076,149.110717302785
ACT,101,Canberra,8809,1,Dickson,Majura Community Centre,2 Rosevear Pl,,,DICKSON,ACT,2602,-35.2494251515094,149.143073441802
ACT,101,Canberra,83852,1,Dickson East,Dickson College,184 Phillip Ave,,,DICKSON,ACT,2602,-35.2487237,149.1541276
ACT,101,Canberra,82525,1,Downer,Downer Community Centre,2 Frencham Pl,,,DOWNER,ACT,2602,-35.24482897,149.14473078
ACT,101,Canberra,65504,5,EAV Canberra PPVC,AEC National EAV Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27731412,149.13122656
ACT,101,Canberra,108524,5,EAV COVID19 Canberra PPVC,AEC National EAV2 Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27721071,149.13102137
ACT,101,Canberra,8794,1,Garran (Canberra),Garran Primary School,136 Gilmore Cres,,,GARRAN,ACT,2605,-35.3446687,149.1029475
ACT,101,Canberra,8816,1,Giralang (Canberra),Giralang Primary School,12 Atalumba Cl,,,GIRALANG,ACT,2617,-35.2143664775058,149.094952577595
ACT,101,Canberra,8817,1,Griffith,St Edmund's College,110 Canberra Ave,,,GRIFFITH,ACT,2603,-35.3222,149.145
ACT,101,Canberra,65981,5,Gungahlin CANBERRA PPVC,Quokka Pavilion,Flemington Rd,,,MITCHELL,ACT,2911,-35.2312167620943,149.145863271337
ACT,101,Canberra,8774,1,Hughes (Canberra),Hughes Primary School,10 Groom St,,,HUGHES,ACT,2605,-35.3316883681062,149.09270707311
ACT,101,Canberra,8823,1,Kaleen,Kaleen Primary School,19 Ashburton Crct,,,KALEEN,ACT,2617,-35.2248,149.114
ACT,101,Canberra,8824,1,Kaleen South,Maribyrnong Primary School,100 Alberga St,,,KALEEN,ACT,2617,-35.2351141936308,149.102846054359
ACT,101,Canberra,8826,1,Lyneham,Lyneham Primary School,68 Brigalow St,,,LYNEHAM,ACT,2602,-35.2511012103539,149.125517448268
ACT,101,Canberra,83856,1,Lyneham East,Lyneham High School,61 Goodwin St,,,LYNEHAM,ACT,2602,-35.2522339607073,149.129578557502
ACT,101,Canberra,8779,1,Lyons (Canberra),Lyons Early Childhood School,38 Tarraleah Cres,,,LYONS,ACT,2606,-35.341479656821,149.076805954318
ACT,101,Canberra,8828,1,Macquarie (Canberra),Macquarie Primary School,46 Bennelong Cres,,,MACQUARIE,ACT,2614,-35.2513075491414,149.05967472085
ACT,101,Canberra,8782,1,Narrabundah,Narrabundah Early Childhood School,25 Kootara Cres,,,NARRABUNDAH,ACT,2604,-35.3290804030064,149.150482474552
ACT,101,Canberra,98055,1,Narrabundah South,Narrabundah College,20 Jerrabomberra Ave,,,NARRABUNDAH,ACT,2604,-35.3368295227928,149.147363764049
ACT,101,Canberra,8783,1,Oaks Estate,Oaks Estate Community Hall,2 William St,,,OAKS ESTATE,ACT,2620,-35.3421870799337,149.230568200569
ACT,101,Canberra,93976,1,Page (Canberra),St Matthew's School,12 Stutchbury St,,,PAGE,ACT,2614,-35.2406838732591,149.042843022263
ACT,101,Canberra,65741,1,Parkes (Canberra),Old Parliament House,18 King George Tce,,,PARKES,ACT,2600,-35.3019611,149.1299644
ACT,101,Canberra,65742,5,Parkes CANBERRA PPVC,Old Parliament House,18 King George Tce,,,PARKES,ACT,2600,-35.3019611,149.1299644
ACT,101,Canberra,98054,5,Queanbeyan CANBERRA PPVC,Riverside Plaza,Shop M01,131 Monaro St,,QUEANBEYAN,NSW,2620,-35.35293,149.23491
ACT,101,Canberra,8785,1,Red Hill,Red Hill Primary School,23 Astrolabe St,,,RED HILL,ACT,2603,-35.33961,149.13265
ACT,101,Canberra,108470,2,Special Hospital Team 1,Multiple sites,,,,,ACT,,,
ACT,101,Canberra,93960,5,Tuggeranong CANBERRA PPVC,Lakeview House,"Unit 13, 236-242 Cowlishaw St",,,GREENWAY,ACT,2900,-35.41549,149.06882
ACT,101,Canberra,8836,1,Turner,Turner Primary School,32 Condamine St,,,TURNER,ACT,2612,-35.265530380513,149.126241736331
ACT,101,Canberra,8837,1,Watson,Majura Primary School,101 Knox St,,,WATSON,ACT,2602,-35.2381126627888,149.155128105372
ACT,101,Canberra,8838,1,Weetangera (Canberra),Weetangera Primary School,71 Southwell St,,,WEETANGERA,ACT,2614,-35.2522406836813,149.046902100184
ACT,101,Canberra,93961,5,Woden CANBERRA PPVC,Cosmopolitan Building,"Unit 15, 21 Bowes St",,,PHILLIP,ACT,2606,-35.34446,149.08634
ACT,101,Canberra,8840,1,Yarralumla,Yarralumla Primary School,24 Loftus St,,,YARRALUMLA,ACT,2600,-35.3072236287805,149.102577334689
ACT,102,Fenner,38197,1,Amaroo,Amaroo School,135 Katherine Ave,,,AMAROO,ACT,2914,-35.1654160501127,149.129483168491
ACT,102,Fenner,94007,1,Aranda (Fenner),Aranda Primary School,1 Banambila St,,,ARANDA,ACT,2614,-35.2556518765576,149.080516024596
ACT,102,Fenner,8805,1,Belconnen (Fenner),Lake Ginninderra College,2 Emu Bank,,,BELCONNEN,ACT,2617,-35.2394564659347,149.074469327568
ACT,102,Fenner,32464,5,Belconnen FENNER PPVC,Belconnen Community Centre,Swanson Place,,,BELCONNEN,ACT,2617,-35.23895,149.06914
ACT,102,Fenner,65695,1,Bonner,Neville Bonner Primary School,60 Mabo Blvd,,,BONNER,ACT,2914,-35.1615786,149.1397655
ACT,102,Fenner,94020,1,Bruce (Fenner),Radford College,J A Mackinnon Oval,1 College St,,BRUCE,ACT,2617,-35.2439,149.08606
ACT,102,Fenner,8807,1,Charnwood,St Thomas Aquinas Primary School,25 Lhotsky St,,,CHARNWOOD,ACT,2615,-35.2047321619479,149.030239498722
ACT,102,Fenner,83851,1,Charnwood East,Charnwood Primary School,95 Bettington Crct,,,CHARNWOOD,ACT,2615,-35.1985507624368,149.03649965854
ACT,102,Fenner,66144,1,City (Fenner),Pilgrim House,Uniting Church,69 Northbourne Ave,,CITY,ACT,2601,-35.2767018,149.1290814
ACT,102,Fenner,32465,5,City FENNER PPVC,11 Moore St,,,,CANBERRA,ACT,2601,-35.2766353,149.12786222
ACT,102,Fenner,108525,5,EAV COVID19 Fenner PPVC,AEC National EAV2 Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27721071,149.13102137
ACT,102,Fenner,65505,5,EAV Fenner PPVC,AEC National EAV Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27731412,149.13122656
ACT,102,Fenner,8812,1,Evatt,Evatt Primary School,42 Heydon Cres,,,EVATT,ACT,2617,-35.2068773258112,149.075605251503
ACT,102,Fenner,83853,1,Evatt South,Miles Franklin Primary School,11 Alderman St,,,EVATT,ACT,2617,-35.2125919250957,149.066724392143
ACT,102,Fenner,8814,1,Florey,St Francis Xavier College,12 Barnard Crct,,,FLOREY,ACT,2615,-35.224695303019,149.041283824516
ACT,102,Fenner,65493,1,Forde,Burgmann Anglican School Forde,31 Francis Forde Blvd,,,FORDE,ACT,2914,-35.1708975,149.143181
ACT,102,Fenner,83854,1,Franklin,Franklin School,135 Oodgeroo Ave,,,FRANKLIN,ACT,2913,-35.1962529115928,149.144412762311
ACT,102,Fenner,34238,1,Fraser Central,Fraser Primary School,177 Tillyard Dr,,,FRASER,ACT,2615,-35.1918,149.043
ACT,102,Fenner,94009,1,Giralang (Fenner),Giralang Primary School,12 Atalumba Cl,,,GIRALANG,ACT,2617,-35.2143664775058,149.094952577595
ACT,102,Fenner,34240,1,Gungahlin,Burgmann Anglican School,2 The Valley Way,,,GUNGAHLIN,ACT,2912,-35.1885,149.124
ACT,102,Fenner,38504,5,Gungahlin FENNER PPVC,Quokka Pavilion,Flemington Rd,,,MITCHELL,ACT,2911,-35.2312167620943,149.145863271337
ACT,102,Fenner,83848,1,Hall,Hall Pavilion,Opposite 21 Gladstone St,,,HALL,ACT,2618,-35.1706342701929,149.07334803922
ACT,102,Fenner,83863,5,Hall PPVC,Hall Pavilion,Opposite 21 Gladstone St,,,HALL,ACT,2618,-35.1706342701929,149.07334803922
ACT,102,Fenner,47681,1,Harrison,Harrison School,20 Wimmera St,,,HARRISON,ACT,2914,-35.1995205322882,149.152313060689
ACT,102,Fenner,8821,1,Holt,Kingsford Smith School,100 Starke St,,,HOLT,ACT,2615,-35.22773,149.02068
ACT,102,Fenner,83855,1,Holt West,Kippax Uniting Church,130 Hardwick Cres,,,HOLT,ACT,2615,-35.2230942110764,149.018489148213
ACT,102,Fenner,8825,1,Latham,Latham Primary School,48 O'Loghlen St,,,LATHAM,ACT,2615,-35.2199068224493,149.034945906091
ACT,102,Fenner,8827,1,Macgregor,Macgregor Primary School,25 Hirschfeld Cres,,,MACGREGOR,ACT,2615,-35.212475290502,149.012554350458
ACT,102,Fenner,94013,1,Macquarie (Fenner),Macquarie Primary School,46 Bennelong Cres,,,MACQUARIE,ACT,2614,-35.2513075491414,149.05967472085
ACT,102,Fenner,8830,1,Melba,Mount Rogers Primary School,52 Alfred Hill Dr,,,MELBA,ACT,2615,-35.2073737340941,149.055338084544
ACT,102,Fenner,32463,1,Ngunnawal,Ngunnawal Primary School,11 Unaipon Ave,,,NGUNNAWAL,ACT,2913,-35.1686429286476,149.112012320754
ACT,102,Fenner,32081,1,Nicholls,Gold Creek and Holy Spirit School,30 Kelleway Ave,,,NICHOLLS,ACT,2913,-35.1809330277915,149.100969830892
ACT,102,Fenner,83857,1,Nicholls North,St John Paul II College,1021 Gungahlin Dr,,,NICHOLLS,ACT,2913,-35.1770042444998,149.100848394627
ACT,102,Fenner,65840,4,Other Mobile Team 1,Multiple sites,,,,,ACT,2540,,
ACT,102,Fenner,8832,1,Page (Fenner),St Matthew's School,12 Stutchbury St,,,PAGE,ACT,2614,-35.2406838732591,149.042843022263
ACT,102,Fenner,31626,1,Palmerston,Palmerston District Primary School,80 Kosciuszko Ave,,,PALMERSTON,ACT,2913,-35.1976537495879,149.120758685754
ACT,102,Fenner,65743,1,Parkes (Fenner),Old Parliament House,18 King George Tce,,,PARKES,ACT,2600,-35.3019611,149.1299644
ACT,102,Fenner,83858,5,Parkes FENNER PPVC,Old Parliament House,18 King George Tce,,,PARKES,ACT,2600,-35.3019611,149.1299644
ACT,102,Fenner,98057,5,Queanbeyan FENNER PPVC,Riverside Plaza,Shop M01,131 Monaro St,,QUEANBEYAN,NSW,2620,-35.35293,149.23491
ACT,102,Fenner,8834,1,Scullin,Southern Cross Early Childhood School,33 Wirraway Cres,,,SCULLIN,ACT,2614,-35.2328780027715,149.037713244033
ACT,102,Fenner,97559,1,Taylor,Margaret Hendry School,100 Sutherland Cres,,,TAYLOR,ACT,2913,-35.1519271385681,149.112406512802
ACT,102,Fenner,64585,5,Tuggeranong FENNER PPVC,Lakeview House,"Unit 13, 236-242 Cowlishaw St",,,GREENWAY,ACT,2900,-35.41549,149.06882
ACT,102,Fenner,94016,1,Weetangera (Fenner),Weetangera Primary School,71 Southwell St,,,WEETANGERA,ACT,2614,-35.2522406836813,149.046902100184
ACT,102,Fenner,64584,5,Woden FENNER PPVC,Cosmopolitan Building,"Unit 15, 21 Bowes St",,,PHILLIP,ACT,2606,-35.34446,149.08634
NSW,103,Banks,31,1,Allawah,PJ Ferry Reserve Community Hall,147B Bellevue Pde,,,ALLAWAH,NSW,2218,-33.9763781087419,151.114124319024
NSW,103,Banks,67,1,Allawah South,St Raphael's Church Hall,84 George St,,,SOUTH HURSTVILLE,NSW,2221,-33.9753579284141,151.110676629656
NSW,103,Banks,97646,5,Bankstown BANKS PPVC,Bankstown Senior Citizens Centre,7 West Tce,,,BANKSTOWN,NSW,2200,-33.9189229910993,151.036153947903
NSW,103,Banks,56500,1,Beverly Hills North (Banks),Beverly Hills North Public School,1-3 Shorter Ave,,,BEVERLY HILLS,NSW,2209,-33.940787144839,151.074810059435
NSW,103,Banks,79612,1,Beverly Hills South (Banks),Beverly Hills Public School,562 King Georges Rd,,,BEVERLY HILLS,NSW,2209,-33.9535497158932,151.085198076236
NSW,103,Banks,46,1,Blakehurst North,Blakehurst High School,270A Woniora Rd,,,BLAKEHURST,NSW,2221,-33.9812981686852,151.113144588505
NSW,103,Banks,56472,1,Carlton South (Banks),Carlton South Public School,67 Jubilee Ave,,,CARLTON,NSW,2218,-33.9727,151.128
NSW,103,Banks,65,1,Carlton West,Park Road Anglican Church,34 Park Rd,,,CARLTON,NSW,2218,-33.9761370193462,151.12063839812
NSW,103,Banks,108389,1,Central Sydney (Banks),TAFE NSW Ultimo Campus,2-10 Mary Ann St,,,ULTIMO,NSW,2007,-33.8814906158705,151.197757859755
NSW,103,Banks,97644,5,Central Sydney BANKS PPVC,TAFE NSW Ultimo Campus,2-10 Mary Ann St,,,ULTIMO,NSW,2007,-33.8814906158705,151.197757859755
NSW,103,Banks,42,1,Connells Point (Banks),Connells Point Public School,Riverview Ave,,,CONNELLS POINT,NSW,2221,-33.9855,151.1
NSW,103,Banks,2,1,East Hills,East Hills Girls High School,Lucas Rd,,,EAST HILLS,NSW,2213,-33.95711,150.99172
NSW,103,Banks,65425,5,EAV Banks PPVC,AEC National EAV Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27731412,149.13122656
NSW,103,Banks,108623,5,EAV COVID19 Banks PPVC,AEC National EAV2 Centre,10 Mort St,,,CANBERRA,ACT,2601,-35.27721071,149.13102137
NSW,103,Banks,97645,5,Haymarket BANKS PPVC,Sydney Masonic Centre,66 Goulburn St,,,SYDNEY,NSW,2000,-33.8779097343399,151.207999565061
NSW,103,Banks,79613,1,Hurstville (Banks),Hurstville Senior Citizens Centre,91 Queens Rd,,,HURSTVILLE,NSW,2220,-33.9642,151.102
NSW,103,Banks,34046,5,Hurstville BANKS PPVC,43 Bridge Street,Office 1 43 Bridge St,,,HURSTVILLE,NSW,2220,-33.964376680141,151.094589964134
NSW,103,Banks,79614,1,Hurstville East (Banks),Hurstville Public School,72 Forest Rd,,,HURSTVILLE,NSW,2220,-33.9647819483266,151.110531261094
NSW,103,Banks,45,1,Hurstville Grove,Hurstville Grove Infants School,81 Lansdowne St,,,PENSHURST,NSW,2222,-33.9728059565213,151.090508352896
NSW,103,Banks,43,1,Hurstville South,Hurstville South Public School,32-48 Maher St,,,HURSTVILLE,NSW,2220,-33.9720183773809,151.099816241664
NSW,103,Banks,4,1,Lugarno,Lugarno Public School,38 Old Forest Rd,,,LUGARNO,NSW,2210,-33.985015,151.0454806
NSW,103,Banks,97647,1,Lugarno North,Lugarno Anglican Church,3A Old Forest Rd,,,LUGARNO,NSW,2210,-33.9837421925034,151.046405147775
NSW,103,Banks,55,1,Mortdale Central,Mortdale Community Centre,2B Boundary Rd,,,MORTDALE,NSW,2223,-33.9743892354319,151.078661584387
NSW,103,Banks,56,1,Mortdale East,Mortdale Public School,Coleborne Ave,,,MORTDALE,NSW,2223,-33.9727,151.081
NSW,103,Banks,5,1,Mortdale West,Penshurst West Public School,Scott St,,,MORTDALE,NSW,2223,-33.9615619,151.0731878
NSW,103,Banks,6,1,Narwee,Narwee Public School,61-65 Broadarrow Rd,,,NARWEE,NSW,2209,-33.9480852143169,151.068636479346
NSW,103,Banks,58,1,Oatley,Oatley Public School,51-63 Letitia St,,,OATLEY,NSW,2223,-33.9847,151.081
NSW,103,Banks,83630,1,Oatley East,Oatley Anglican Church Hall,57 Rosa St,,,OATLEY,NSW,2223,-33.9841934,151.082371
NSW,103,Banks,59,1,Oatley West,Oatley West Public School,Oatley Park Ave,,,OATLEY,NSW,2223,-33.9790029542372,151.06544736567
NSW,103,Banks,7,1,Padstow,Padstow Park Public School,Segers Ave,,,PADSTOW,NSW,2211,-33.9542,151.031
NSW,103,Banks,58722,5,Padstow BANKS PPVC,Padstow TAFE,Block C Dining Room,Raine Rd,,PADSTOW,NSW,2211,-33.9480237,151.0259414
NSW,103,Banks,8,1,Padstow East,Padstow Senior Citizens Centre,17 Cahors Rd,,,PADSTOW,NSW,2211,-33.9493079407658,151.030261884695
NSW,103,Banks,10,1,Padstow South,Padstow Heights Public School,94-96 Chamberlain Rd,,,PADSTOW HEIGHTS,NSW,2211,-33.966309460914,151.03057752238
NSW,103,Banks,11,1,Panania,Panania Senior Citizens Centre,77 Anderson Ave,,,PANANIA,NSW,2213,-33.955678607876,150.998580488397
NSW,103,Banks,12,1,Panania Central,2nd Panania Scouts Hall,21 Wilson St,,,PANANIA,NSW,2213,-33.9519,150.998
NSW,103,Banks,13,1,Panania North,Panania North Public School,202-204 Bransgrove Rd,,,PANANIA,NSW,2213,-33.9445382178873,150.999544699744
NSW,103,Banks,14,1,Panania South,Panania Public School,21A Lawler St,,,PANANIA,NSW,2213,-33.9658143782473,151.00182528658
NSW,103,Banks,16,1,Peakhurst East,Peakhurst Public School,65A Bonds Rd,,,PEAKHURST,NSW,2210,-33.9553,151.061
NSW,103,Banks,17,1,Peakhurst South,Peakhurst South Public School,45 Pindari Rd,,,PEAKHURST HEIGHTS,NSW,2210,-33.9719273732206,151.055026938114
NSW,103,Banks,18,1,Peakhurst West,Peakhurst West Public School,Ogilvy St,,,PEAKHURST,NSW,2210,-33.9616492,151.0489593
NSW,103,Banks,19,1,Penshurst,Penshurst Public School,Arcadia St,,,PENSHURST,NSW,2222,-33.9625909,151.0875342
NSW,103,Banks,60,1,Penshurst Central,Penshurst Girls Campus,2 Austral St,,,PENSHURST,NSW,2222,-33.9641,151.087
NSW,103,Banks,22,1,Picnic Point North,Picnic Point High School,61 Kennedy St,,,PICNIC POINT,NSW,2213,-33.9649,151.01
NSW,103,Banks,83635,1,Picnic Point South,1st Picnic Point Scout Hall,23 Carinya Rd,,,PICNIC POINT,NSW,2213,-33.9813903279725,150.997679895099
NSW,103,Banks,57281,1,Revesby,Revesby YMCA,184 The River Rd,,,REVESBY,NSW,2212,-33.9542157,151.0166996
NSW,103,Banks,25,1,Revesby North (Banks),Revesby Public School,67 Victoria St,,,REVESBY,NSW,2212,-33.9436421694904,151.016924617366
NSW,103,Banks,26,1,Revesby South,Revesby South Public School,Mars St,,,REVESBY,NSW,2212,-33.9605,151.017
NSW,103,Banks,3,1,Riverwood East (Banks),Hannans Road Public School,32 Hannans Rd,,,RIVERWOOD,NSW,2210,-33.9452562432717,151.05758784131
NSW,103,Banks,27,1,Riverwood North,Riverwood Public School,11 Union St,,,RIVERWOOD,NSW,2210,-33.9471827222638,151.046579062634
NSW,103,Banks,28,1,Riverwood South,St Andrew's Church Hall,9 Littleton St,,,RIVERWOOD,NSW,2210,-33.9524734,151.0532173
